"season","player_id","player_name","team_id","team_name","shot_zone_basic","shots_attempted","shots_made","percentage","team_average","league_average"
"2019-2020","203076","Anthony Davis","1610612747","Los Angeles Lakers","Left Corner 3","28","15","53.57","44.52","39.73"
"2019-2020","203076","Anthony Davis","1610612747","Los Angeles Lakers","Mid-Range","252","88","34.92","36.80","40.47"
"2019-2020","203076","Anthony Davis","1610612747","Los Angeles Lakers","Restricted Area","419","308","73.51","69.02","63.54"
"2019-2020","203076","Anthony Davis","1610612747","Los Angeles Lakers","Right Corner 3","15","4","26.67","36.39","38.02"
"2019-2020","203079","Dion Waiters","1610612747","Los Angeles Lakers","Above the Break 3","24","5","20.83","33.00","35.14"
"2019-2020","203079","Dion Waiters","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","3","2","66.67","38.18","39.93"
"2019-2020","203079","Dion Waiters","1610612747","Los Angeles Lakers","Left Corner 3","4","1","25.00","44.52","39.73"
"2019-2020","203079","Dion Waiters","1610612747","Los Angeles Lakers","Mid-Range","12","5","41.67","36.80","40.47"
"2019-2020","203079","Dion Waiters","1610612747","Los Angeles Lakers","Restricted Area","28","17","60.71","69.02","63.54"
"2019-2020","203079","Dion Waiters","1610612747","Los Angeles Lakers","Right Corner 3","2","1","50.00","36.39","38.02"
"2019-2020","203484","Kentavious Caldwell-Pope","1610612747","Los Angeles Lakers","Above the Break 3","140","53","37.86","33.00","35.14"
"2019-2020","203484","Kentavious Caldwell-Pope","1610612747","Los Angeles Lakers","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","203484","Kentavious Caldwell-Pope","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","35","13","37.14","38.18","39.93"
"2019-2020","203484","Kentavious Caldwell-Pope","1610612747","Los Angeles Lakers","Left Corner 3","48","20","41.67","44.52","39.73"
"2019-2020","203484","Kentavious Caldwell-Pope","1610612747","Los Angeles Lakers","Mid-Range","87","38","43.68","36.80","40.47"
"2019-2020","203484","Kentavious Caldwell-Pope","1610612747","Los Angeles Lakers","Restricted Area","147","95","64.63","69.02","63.54"
"2019-2020","203484","Kentavious Caldwell-Pope","1610612747","Los Angeles Lakers","Right Corner 3","49","18","36.73","36.39","38.02"
"2019-2020","203584","Troy Daniels","1610612747","Los Angeles Lakers","Above the Break 3","81","27","33.33","33.00","35.14"
"2019-2020","203584","Troy Daniels","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","11","7","63.64","38.18","39.93"
"2019-2020","203584","Troy Daniels","1610612747","Los Angeles Lakers","Left Corner 3","15","7","46.67","44.52","39.73"
"2019-2020","203584","Troy Daniels","1610612747","Los Angeles Lakers","Mid-Range","21","7","33.33","36.80","40.47"
"2019-2020","203584","Troy Daniels","1610612747","Los Angeles Lakers","Restricted Area","14","8","57.14","69.02","63.54"
"2019-2020","203584","Troy Daniels","1610612747","Los Angeles Lakers","Right Corner 3","16","6","37.50","36.39","38.02"
"2019-2020","2544","LeBron James","1610612747","Los Angeles Lakers","Above the Break 3","396","136","34.34","33.00","35.14"
"2019-2020","2544","LeBron James","1610612747","Los Angeles Lakers","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","2544","LeBron James","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","127","46","36.22","38.18","39.93"
"2019-2020","2544","LeBron James","1610612747","Los Angeles Lakers","Left Corner 3","11","6","54.55","44.52","39.73"
"2019-2020","2544","LeBron James","1610612747","Los Angeles Lakers","Mid-Range","198","68","34.34","36.80","40.47"
"2019-2020","2544","LeBron James","1610612747","Los Angeles Lakers","Restricted Area","553","380","68.72","69.02","63.54"
"2019-2020","2544","LeBron James","1610612747","Los Angeles Lakers","Right Corner 3","17","7","41.18","36.39","38.02"
"2019-2020","2730","Dwight Howard","1610612747","Los Angeles Lakers","Above the Break 3","3","2","66.67","33.00","35.14"
"2019-2020","2730","Dwight Howard","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","33","11","33.33","38.18","39.93"
"2019-2020","2730","Dwight Howard","1610612747","Los Angeles Lakers","Left Corner 3","1","1","100.00","44.52","39.73"
"2019-2020","2730","Dwight Howard","1610612747","Los Angeles Lakers","Mid-Range","3","2","66.67","36.80","40.47"
"2019-2020","2730","Dwight Howard","1610612747","Los Angeles Lakers","Restricted Area","236","186","78.81","69.02","63.54"
"2019-2020","2730","Dwight Howard","1610612747","Los Angeles Lakers","Right Corner 3","1","0","0.00","36.39","38.02"
"2019-2020","2747","JR Smith","1610612747","Los Angeles Lakers","Above the Break 3","8","1","12.50","33.00","35.14"
"2019-2020","2747","JR Smith","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","7","4","57.14","38.18","39.93"
"2019-2020","2747","JR Smith","1610612747","Los Angeles Lakers","Left Corner 3","1","0","0.00","44.52","39.73"
"2019-2020","2747","JR Smith","1610612747","Los Angeles Lakers","Mid-Range","3","1","33.33","36.80","40.47"
"2019-2020","2747","JR Smith","1610612747","Los Angeles Lakers","Restricted Area","1","1","100.00","69.02","63.54"
"2019-2020","2747","JR Smith","1610612747","Los Angeles Lakers","Right Corner 3","2","0","0.00","36.39","38.02"
"2019-2020","1626159","Justise Winslow","1610612748","Miami Heat","Above the Break 3","19","5","26.32","38.21","35.14"
"2019-2020","1626159","Justise Winslow","1610612748","Miami Heat","In The Paint (Non-RA)","40","12","30.00","40.95","39.93"
"2019-2020","1626159","Justise Winslow","1610612748","Miami Heat","Left Corner 3","6","0","0.00","41.94","39.73"
"2019-2020","1626159","Justise Winslow","1610612748","Miami Heat","Mid-Range","16","6","37.50","36.72","40.47"
"2019-2020","1626159","Justise Winslow","1610612748","Miami Heat","Restricted Area","46","26","56.52","66.89","63.54"
"2019-2020","1626159","Justise Winslow","1610612748","Miami Heat","Right Corner 3","2","1","50.00","34.45","38.02"
"2019-2020","1627884","Derrick Jones Jr.","1610612748","Miami Heat","Above the Break 3","50","18","36.00","38.21","35.14"
"2019-2020","1627884","Derrick Jones Jr.","1610612748","Miami Heat","Backcourt","5","0","0.00","0.00","1.73"
"2019-2020","1627884","Derrick Jones Jr.","1610612748","Miami Heat","In The Paint (Non-RA)","24","7","29.17","40.95","39.93"
"2019-2020","1627884","Derrick Jones Jr.","1610612748","Miami Heat","Left Corner 3","40","13","32.50","41.94","39.73"
"2019-2020","1627884","Derrick Jones Jr.","1610612748","Miami Heat","Mid-Range","7","2","28.57","36.72","40.47"
"2019-2020","1627884","Derrick Jones Jr.","1610612748","Miami Heat","Restricted Area","186","138","74.19","66.89","63.54"
"2019-2020","1627884","Derrick Jones Jr.","1610612748","Miami Heat","Right Corner 3","37","6","16.22","34.45","38.02"
"2019-2020","1628389","Bam Adebayo","1610612748","Miami Heat","Above the Break 3","5","1","20.00","38.21","35.14"
"2019-2020","1628389","Bam Adebayo","1610612748","Miami Heat","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","1628389","Bam Adebayo","1610612748","Miami Heat","In The Paint (Non-RA)","248","110","44.35","40.95","39.93"
"2019-2020","1628389","Bam Adebayo","1610612748","Miami Heat","Left Corner 3","4","0","0.00","41.94","39.73"
"2019-2020","1628389","Bam Adebayo","1610612748","Miami Heat","Mid-Range","94","21","22.34","36.72","40.47"
"2019-2020","1628389","Bam Adebayo","1610612748","Miami Heat","Restricted Area","434","307","70.74","66.89","63.54"
"2019-2020","1628389","Bam Adebayo","1610612748","Miami Heat","Right Corner 3","4","1","25.00","34.45","38.02"
"2019-2020","1629130","Duncan Robinson","1610612748","Miami Heat","Above the Break 3","456","197","43.20","38.21","35.14"
"2019-2020","1629130","Duncan Robinson","1610612748","Miami Heat","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","1629130","Duncan Robinson","1610612748","Miami Heat","In The Paint (Non-RA)","12","5","41.67","40.95","39.93"
"2019-2020","1629130","Duncan Robinson","1610612748","Miami Heat","Left Corner 3","66","36","54.55","41.94","39.73"
"2019-2020","1629130","Duncan Robinson","1610612748","Miami Heat","Mid-Range","15","4","26.67","36.72","40.47"
"2019-2020","1629130","Duncan Robinson","1610612748","Miami Heat","Restricted Area","54","44","81.48","66.89","63.54"
"2019-2020","1629130","Duncan Robinson","1610612748","Miami Heat","Right Corner 3","83","37","44.58","34.45","38.02"
"2019-2020","1629133","Daryl Macon","1610612748","Miami Heat","Above the Break 3","1","0","0.00","38.21","35.14"
"2019-2020","1629133","Daryl Macon","1610612748","Miami Heat","Left Corner 3","1","1","100.00","41.94","39.73"
"2019-2020","1629133","Daryl Macon","1610612748","Miami Heat","Mid-Range","1","0","0.00","36.72","40.47"
"2019-2020","1629134","Kendrick Nunn","1610612748","Miami Heat","Above the Break 3","298","107","35.91","38.21","35.14"
"2019-2020","1629134","Kendrick Nunn","1610612748","Miami Heat","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","1629134","Kendrick Nunn","1610612748","Miami Heat","In The Paint (Non-RA)","135","55","40.74","40.95","39.93"
"2019-2020","1629134","Kendrick Nunn","1610612748","Miami Heat","Left Corner 3","58","19","32.76","41.94","39.73"
"2019-2020","1629134","Kendrick Nunn","1610612748","Miami Heat","Mid-Range","174","81","46.55","36.72","40.47"
"2019-2020","1629134","Kendrick Nunn","1610612748","Miami Heat","Restricted Area","214","128","59.81","66.89","63.54"
"2019-2020","1629134","Kendrick Nunn","1610612748","Miami Heat","Right Corner 3","34","11","32.35","34.45","38.02"
"2019-2020","1629216","Gabe Vincent","1610612748","Miami Heat","Above the Break 3","24","5","20.83","38.21","35.14"
"2019-2020","1629216","Gabe Vincent","1610612748","Miami Heat","In The Paint (Non-RA)","3","1","33.33","40.95","39.93"
"2019-2020","1629216","Gabe Vincent","1610612748","Miami Heat","Left Corner 3","1","1","100.00","41.94","39.73"
"2019-2020","1629216","Gabe Vincent","1610612748","Miami Heat","Mid-Range","2","0","0.00","36.72","40.47"
"2019-2020","1629216","Gabe Vincent","1610612748","Miami Heat","Restricted Area","5","1","20.00","66.89","63.54"
"2019-2020","1629216","Gabe Vincent","1610612748","Miami Heat","Right Corner 3","2","0","0.00","34.45","38.02"
"2019-2020","1629639","Tyler Herro","1610612748","Miami Heat","Above the Break 3","245","93","37.96","38.21","35.14"
"2019-2020","1629639","Tyler Herro","1610612748","Miami Heat","Backcourt","2","0","0.00","0.00","1.73"
"2019-2020","1629639","Tyler Herro","1610612748","Miami Heat","In The Paint (Non-RA)","67","32","47.76","40.95","39.93"
"2019-2020","1629639","Tyler Herro","1610612748","Miami Heat","Left Corner 3","22","9","40.91","41.94","39.73"
"2019-2020","1629639","Tyler Herro","1610612748","Miami Heat","Mid-Range","165","65","39.39","36.72","40.47"
"2019-2020","1629639","Tyler Herro","1610612748","Miami Heat","Restricted Area","101","57","56.44","66.89","63.54"
"2019-2020","1629639","Tyler Herro","1610612748","Miami Heat","Right Corner 3","29","14","48.28","34.45","38.02"
"2019-2020","1629644","KZ Okpala","1610612748","Miami Heat","In The Paint (Non-RA)","1","0","0.00","40.95","39.93"
"2019-2020","1629644","KZ Okpala","1610612748","Miami Heat","Restricted Area","3","3","100.00","66.89","63.54"
"2019-2020","1629644","KZ Okpala","1610612748","Miami Heat","Right Corner 3","1","0","0.00","34.45","38.02"
"2019-2020","1629734","Kyle Alexander","1610612748","Miami Heat","Restricted Area","2","1","50.00","66.89","63.54"
"2019-2020","1629735","Chris Silva","1610612748","Miami Heat","In The Paint (Non-RA)","12","4","33.33","40.95","39.93"
"2019-2020","1629735","Chris Silva","1610612748","Miami Heat","Left Corner 3","1","0","0.00","41.94","39.73"
"2019-2020","1629735","Chris Silva","1610612748","Miami Heat","Mid-Range","5","3","60.00","36.72","40.47"
"2019-2020","1629735","Chris Silva","1610612748","Miami Heat","Restricted Area","58","41","70.69","66.89","63.54"
"2019-2020","1629735","Chris Silva","1610612748","Miami Heat","Right Corner 3","2","0","0.00","34.45","38.02"
"2019-2020","201609","Goran Dragic","1610612748","Miami Heat","Above the Break 3","272","97","35.66","38.21","35.14"
"2019-2020","201609","Goran Dragic","1610612748","Miami Heat","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","201609","Goran Dragic","1610612748","Miami Heat","In The Paint (Non-RA)","125","46","36.80","40.95","39.93"
"2019-2020","201609","Goran Dragic","1610612748","Miami Heat","Left Corner 3","33","19","57.58","41.94","39.73"
"2019-2020","201609","Goran Dragic","1610612748","Miami Heat","Mid-Range","100","42","42.00","36.72","40.47"
"2019-2020","201609","Goran Dragic","1610612748","Miami Heat","Restricted Area","161","107","66.46","66.89","63.54"
"2019-2020","201609","Goran Dragic","1610612748","Miami Heat","Right Corner 3","32","8","25.00","34.45","38.02"
"2019-2020","201949","James Johnson","1610612748","Miami Heat","Above the Break 3","32","12","37.50","38.21","35.14"
"2019-2020","201949","James Johnson","1610612748","Miami Heat","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","201949","James Johnson","1610612748","Miami Heat","In The Paint (Non-RA)","7","1","14.29","40.95","39.93"
"2019-2020","201949","James Johnson","1610612748","Miami Heat","Left Corner 3","5","3","60.00","41.94","39.73"
"2019-2020","201949","James Johnson","1610612748","Miami Heat","Mid-Range","2","1","50.00","36.72","40.47"
"2019-2020","201949","James Johnson","1610612748","Miami Heat","Restricted Area","33","21","63.64","66.89","63.54"
"2019-2020","201949","James Johnson","1610612748","Miami Heat","Right Corner 3","7","1","14.29","34.45","38.02"
"2019-2020","202710","Jimmy Butler","1610612748","Miami Heat","Above the Break 3","87","23","26.44","38.21","35.14"
"2019-2020","202710","Jimmy Butler","1610612748","Miami Heat","Backcourt","4","0","0.00","0.00","1.73"
"2019-2020","202710","Jimmy Butler","1610612748","Miami Heat","In The Paint (Non-RA)","182","77","42.31","40.95","39.93"
"2019-2020","202710","Jimmy Butler","1610612748","Miami Heat","Left Corner 3","7","2","28.57","41.94","39.73"
"2019-2020","202710","Jimmy Butler","1610612748","Miami Heat","Mid-Range","167","53","31.74","36.72","40.47"
"2019-2020","202710","Jimmy Butler","1610612748","Miami Heat","Restricted Area","291","186","63.92","66.89","63.54"
"2019-2020","202710","Jimmy Butler","1610612748","Miami Heat","Right Corner 3","20","4","20.00","34.45","38.02"
"2019-2020","203079","Dion Waiters","1610612748","Miami Heat","Above the Break 3","14","7","50.00","38.21","35.14"
"2019-2020","203079","Dion Waiters","1610612748","Miami Heat","Left Corner 3","2","1","50.00","41.94","39.73"
"2019-2020","203079","Dion Waiters","1610612748","Miami Heat","Mid-Range","3","1","33.33","36.72","40.47"
"2019-2020","203079","Dion Waiters","1610612748","Miami Heat","Restricted Area","6","1","16.67","66.89","63.54"
"2019-2020","203079","Dion Waiters","1610612748","Miami Heat","Right Corner 3","1","0","0.00","34.45","38.02"
"2019-2020","203086","Meyers Leonard","1610612748","Miami Heat","Above the Break 3","108","45","41.67","38.21","35.14"
"2019-2020","203086","Meyers Leonard","1610612748","Miami Heat","In The Paint (Non-RA)","32","14","43.75","40.95","39.93"
"2019-2020","203086","Meyers Leonard","1610612748","Miami Heat","Left Corner 3","12","4","33.33","41.94","39.73"
"2019-2020","203086","Meyers Leonard","1610612748","Miami Heat","Mid-Range","11","2","18.18","36.72","40.47"
"2019-2020","203086","Meyers Leonard","1610612748","Miami Heat","Restricted Area","63","50","79.37","66.89","63.54"
"2019-2020","203086","Meyers Leonard","1610612748","Miami Heat","Right Corner 3","8","4","50.00","34.45","38.02"
"2019-2020","203109","Jae Crowder","1610612748","Miami Heat","Above the Break 3","84","37","44.05","38.21","35.14"
"2019-2020","203109","Jae Crowder","1610612748","Miami Heat","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","203109","Jae Crowder","1610612748","Miami Heat","In The Paint (Non-RA)","2","1","50.00","40.95","39.93"
"2019-2020","203109","Jae Crowder","1610612748","Miami Heat","Left Corner 3","23","12","52.17","41.94","39.73"
"2019-2020","203109","Jae Crowder","1610612748","Miami Heat","Mid-Range","8","3","37.50","36.72","40.47"
"2019-2020","203109","Jae Crowder","1610612748","Miami Heat","Restricted Area","26","18","69.23","66.89","63.54"
